source_label,target_label,weight,type,relationship_type,source,target
"Smith, Theodore E.","Fahnestock, Harris Charles",1,undirected,social club,126,69
"Stanford, Leland","Fahnestock, Harris Charles",1,undirected,social club,127,69
"Stewart, Lispenard","Fahnestock, Harris Charles",1,undirected,social club,128,69
"Stillman, James","Fahnestock, Harris Charles",1,undirected,social club,129,69
"Tenney, Charles Henry","Fahnestock, Harris Charles",1,undirected,social club,32,69
"Terry, John T.","Fahnestock, Harris Charles",1,undirected,social club,130,69
"Thomas, Seth Edward","Fahnestock, Harris Charles",1,undirected,social club,131,69
"Thorne, Samuel P.","Fahnestock, Harris Charles",1,undirected,social club,132,69
"Tousey, Sinclair","Fahnestock, Harris Charles",1,undirected,social club,133,69
"Tuckerman, Lucius","Fahnestock, Harris Charles",1,undirected,social club,134,69
"Valentine, Lawson","Fahnestock, Harris Charles",1,undirected,social club,135,69
"Valentine, P.A.","Fahnestock, Harris Charles",1,undirected,social club,33,69
"Vanderbilt, Cornelius II","Fahnestock, Harris Charles",1,undirected,social club,136,69
"Ward, Leslie Dodd","Fahnestock, Harris Charles",1,undirected,social club,137,69
"Warren, John Hobart","Fahnestock, Harris Charles",1,undirected,social club,138,69
"Willets, Howard","Fahnestock, Harris Charles",1,undirected,social club,139,69
"Woolworth, Frank Winfield","Fahnestock, Harris Charles",1,undirected,social club,35,69
"Adams, Edward D.","Field, Marshall",1,undirected,social club,36,70
"Aitken, John W.","Field, Marshall",1,undirected,social club,37,70
"Alger, Russel Alexander","Field, Marshall",1,undirected,social club,38,70
"Allis, Charles","Field, Marshall",1,undirected,social club,39,70
"Ames, Frederick Lothrop","Field, Marshall",1,undirected,social club,40,70
"Ames, Oliver","Field, Marshall",1,undirected,social club,41,70
"Andrews, William Loring","Field, Marshall",1,undirected,social club,42,70
"Astor, John Jacob (III)","Field, Marshall",1,undirected,social club,43,70
"Avery, Samuel Putnam","Field, Marshall",1,undirected,social club,44,70
"Baker, George F.","Field, Marshall",1,undirected,social club,45,70
"Bakewell, Allen Campbell","Field, Marshall",1,undirected,social club,46,70
"Bangs, F.N.","Field, Marshall",1,undirected,social club,47,70
"Bishop, Heber R.","Field, Marshall",1,undirected,social club,48,70
"Borden, Matthew Challoner Durfee","Field, Marshall",1,undirected,social club,49,70
"Bostwick, Jabez A.","Field, Marshall",1,undirected,social club,50,70
"Brookfield, William","Field, Marshall",1,undirected,social club,2,70
"Burrage, Albert C.","Field, Marshall",1,undirected,social club,3,70
"Butler, Theron R.","Field, Marshall",1,undirected,social club,51,70
"Carstairs, Charles Stewart","Field, Marshall",1,undirected,social club,52,70
"Carstairs, John Haseltine","Field, Marshall",1,undirected,social club,53,70
"Clark, William (Newark)","Field, Marshall",1,undirected,social club,54,70
"Clarke, Thomas B.","Field, Marshall",1,undirected,social club,55,70
"Closson, James T.","Field, Marshall",1,undirected,social club,56,70
"Clyde, William P.","Field, Marshall",1,undirected,social club,57,70
"Cochran, Thomas","Field, Marshall",1,undirected,social club,58,70
"Coffin, Charles Albert","Field, Marshall",1,undirected,social club,59,70
"Connor, Washington Everett","Field, Marshall",1,undirected,social club,6,70
"Cook, Henry H.","Field, Marshall",1,undirected,social club,60,70
"Crocker, Charles","Field, Marshall",1,undirected,social club,61,70
"Curtis, George N.","Field, Marshall",1,undirected,social club,62,70
"Curtis, William John","Field, Marshall",1,undirected,social club,63,70
"Davenport, Ira","Field, Marshall",1,undirected,social club,64,70
"Davis, Theodore M.","Field, Marshall",1,undirected,social club,65,70
"Dick, Harris Brisbane","Field, Marshall",1,undirected,social club,66,70
"Dun, Robert Graham","Field, Marshall",1,undirected,social club,67,70
"Ellsworth, James W.","Field, Marshall",1,undirected,social club,68,70
"Fahnestock, Harris Charles","Field, Marshall",1,undirected,social club,69,70
"Fiske, Josiah M.","Field, Marshall",1,undirected,social club,71,70
"Flagler, Henry Morrison","Field, Marshall",1,undirected,social club,72,70
"Fletcher, Isaac D.","Field, Marshall",1,undirected,social club,8,70
"Foos, Lamar","Field, Marshall",1,undirected,social club,73,70
"Frick, Henry Clay (NY)","Field, Marshall",1,undirected,social club,74,70
"Fuller, William H.","Field, Marshall",1,undirected,social club,75,70
"Gould, Frank Jay","Field, Marshall",1,undirected,social club,76,70
"Graham, Malcolm","Field, Marshall",1,undirected,social club,77,70
"Gunsaulus, Dr. Frank W.","Field, Marshall",1,undirected,social club,140,70
"Harbeck, Charles T.","Field, Marshall",1,undirected,social club,78,70
"Harding, J. Horace","Field, Marshall",1,undirected,social club,79,70
"Harper, Fletcher, Jr.","Field, Marshall",1,undirected,social club,80,70
"Harper, Joseph Abner","Field, Marshall",1,undirected,social club,81,70
"Hartley, Marcellus","Field, Marshall",1,undirected,social club,82,70
"Hill, James N.","Field, Marshall",1,undirected,social club,83,70
"Hine, Francis L.","Field, Marshall",1,undirected,social club,84,70
"Hoagland, Joseph Christoffel","Field, Marshall",1,undirected,social club,85,70
"Holmes, John Grier","Field, Marshall",1,undirected,social club,86,70
"Horton, Henry Lawrence","Field, Marshall",1,undirected,social club,87,70
"Hotchkiss, Horace L.","Field, Marshall",1,undirected,social club,88,70
"Hoyt, Charles Albert","Field, Marshall",1,undirected,social club,89,70
"Humphreys, Dr. Alexander C.","Field, Marshall",1,undirected,social club,16,70
"Huntington, Collis P.","Field, Marshall",1,undirected,social club,90,70
"Huntington, Henry Edwards","Field, Marshall",1,undirected,social club,91,70
"Hyde, Clarence M.","Field, Marshall",1,undirected,social club,92,70
"Hyde, Henry Baldwin","Field, Marshall",1,undirected,social club,93,70
"Inglis, James Smith","Field, Marshall",1,undirected,social club,94,70
"Ives, Brayton C.","Field, Marshall",1,undirected,social club,95,70
"Jackson, Edwin E.","Field, Marshall",1,undirected,social club,96,70
"Jennings, Frederick Beach","Field, Marshall",1,undirected,social club,97,70
"King, David H., Jr.","Field, Marshall",1,undirected,social club,98,70
"Kirby, Thomas E.","Field, Marshall",1,undirected,social club,99,70
"Lambert, Catholina","Field, Marshall",1,undirected,social club,17,70
"Lawrence, Cyrus I.","Field, Marshall",1,undirected,social club,100,70
"Layton, Frederick","Field, Marshall",1,undirected,social club,101,70
"Leighton, George E.","Field, Marshall",1,undirected,social club,102,70
"Mather, Samuel","Field, Marshall",1,undirected,social club,103,70
"McGarrah, G. W.","Field, Marshall",1,undirected,social club,104,70
"Mellon, Andrew W.","Field, Marshall",1,undirected,social club,105,70
"Milbank, Jeremiah","Field, Marshall",1,undirected,social club,106,70
"Milliken, Seth Mellen","Field, Marshall",1,undirected,social club,107,70
"Mills, Darius Ogden","Field, Marshall",1,undirected,social club,108,70
"Moore, William Henry","Field, Marshall",1,undirected,social club,109,70
"Morgan, J. Pierpont","Field, Marshall",1,undirected,social club,110,70
"Oliver, George Tener","Field, Marshall",1,undirected,social club,111,70
"Oliver, Henry W.","Field, Marshall",1,undirected,social club,112,70
"Peavey, Frank Hutchinson","Field, Marshall",1,undirected,social club,113,70
"Penfold, Edmund","Field, Marshall",1,undirected,social club,114,70
"Peters, Samuel T.","Field, Marshall",1,undirected,social club,115,70
"Raynor, James A.","Field, Marshall",1,undirected,social club,116,70
"Riker, John Lawrence","Field, Marshall",1,undirected,social club,117,70
"Roberts, Marshall O.","Field, Marshall",1,undirected,social club,118,70
"Rockefeller, William Avery Jr.","Field, Marshall",1,undirected,social club,119,70
"Roebling, Ferdinand W.","Field, Marshall",1,undirected,social club,120,70
"Sabin, Charles H.","Field, Marshall",1,undirected,social club,121,70
"Salter, Thomas P.","Field, Marshall",1,undirected,social club,122,70
"Schwab, Charles M.","Field, Marshall",1,undirected,social club,123,70
"Shepherd, James G.","Field, Marshall",1,undirected,social club,29,70
"Sloane, William Douglas","Field, Marshall",1,undirected,social club,124,70
"Smith, Charles Stewart","Field, Marshall",1,undirected,social club,125,70
"Smith, Theodore E.","Field, Marshall",1,undirected,social club,126,70
"Stanford, Leland","Field, Marshall",1,undirected,social club,127,70
"Stewart, Lispenard","Field, Marshall",1,undirected,social club,128,70
"Stillman, James","Field, Marshall",1,undirected,social club,129,70
"Tenney, Charles Henry","Field, Marshall",1,undirected,social club,32,70
"Terry, John T.","Field, Marshall",1,undirected,social club,130,70
"Thomas, Seth Edward","Field, Marshall",1,undirected,social club,131,70
"Thorne, Samuel P.","Field, Marshall",1,undirected,social club,132,70
"Tousey, Sinclair","Field, Marshall",1,undirected,social club,133,70
"Tuckerman, Lucius","Field, Marshall",1,undirected,social club,134,70
"Valentine, Lawson","Field, Marshall",1,undirected,social club,135,70
"Valentine, P.A.","Field, Marshall",1,undirected,social club,33,70
"Vanderbilt, Cornelius II","Field, Marshall",1,undirected,social club,136,70
"Ward, Leslie Dodd","Field, Marshall",1,undirected,social club,137,70
"Warren, John Hobart","Field, Marshall",1,undirected,social club,138,70
"Willets, Howard","Field, Marshall",1,undirected,social club,139,70
"Woolworth, Frank Winfield","Field, Marshall",1,undirected,social club,35,70
"Adams, Edward D.","Fiske, Josiah M.",1,undirected,social club,36,71
"Aitken, John W.","Fiske, Josiah M.",1,undirected,social club,37,71
"Alger, Russel Alexander","Fiske, Josiah M.",1,undirected,social club,38,71
"Allis, Charles","Fiske, Josiah M.",1,undirected,social club,39,71
"Ames, Frederick Lothrop","Fiske, Josiah M.",1,undirected,social club,40,71
"Ames, Oliver","Fiske, Josiah M.",1,undirected,social club,41,71
"Andrews, William Loring","Fiske, Josiah M.",1,undirected,social club,42,71
"Astor, John Jacob (III)","Fiske, Josiah M.",1,undirected,social club,43,71
"Avery, Samuel Putnam","Fiske, Josiah M.",1,undirected,social club,44,71
"Baker, George F.","Fiske, Josiah M.",1,undirected,social club,45,71
"Bakewell, Allen Campbell","Fiske, Josiah M.",1,undirected,social club,46,71
"Bangs, F.N.","Fiske, Josiah M.",1,undirected,social club,47,71
"Bishop, Heber R.","Fiske, Josiah M.",1,undirected,social club,48,71
"Borden, Matthew Challoner Durfee","Fiske, Josiah M.",1,undirected,social club,49,71
"Bostwick, Jabez A.","Fiske, Josiah M.",1,undirected,social club,50,71
"Brookfield, William","Fiske, Josiah M.",1,undirected,social club,2,71
"Burrage, Albert C.","Fiske, Josiah M.",1,undirected,social club,3,71
"Butler, Theron R.","Fiske, Josiah M.",1,undirected,social club,51,71
"Carstairs, Charles Stewart","Fiske, Josiah M.",1,undirected,social club,52,71
"Carstairs, John Haseltine","Fiske, Josiah M.",1,undirected,social club,53,71
"Clark, William (Newark)","Fiske, Josiah M.",1,undirected,social club,54,71
"Clarke, Thomas B.","Fiske, Josiah M.",1,undirected,social club,55,71
"Closson, James T.","Fiske, Josiah M.",1,undirected,social club,56,71
"Clyde, William P.","Fiske, Josiah M.",1,undirected,social club,57,71
"Cochran, Thomas","Fiske, Josiah M.",1,undirected,social club,58,71
"Coffin, Charles Albert","Fiske, Josiah M.",1,undirected,social club,59,71
"Connor, Washington Everett","Fiske, Josiah M.",1,undirected,social club,6,71
"Cook, Henry H.","Fiske, Josiah M.",1,undirected,social club,60,71
"Crocker, Charles","Fiske, Josiah M.",1,undirected,social club,61,71
"Curtis, George N.","Fiske, Josiah M.",1,undirected,social club,62,71
"Curtis, William John","Fiske, Josiah M.",1,undirected,social club,63,71
"Davenport, Ira","Fiske, Josiah M.",1,undirected,social club,64,71
"Davis, Theodore M.","Fiske, Josiah M.",1,undirected,social club,65,71
"Dick, Harris Brisbane","Fiske, Josiah M.",1,undirected,social club,66,71
"Dun, Robert Graham","Fiske, Josiah M.",1,undirected,social club,67,71
"Ellsworth, James W.","Fiske, Josiah M.",1,undirected,social club,68,71
"Fahnestock, Harris Charles","Fiske, Josiah M.",1,undirected,social club,69,71
"Field, Marshall","Fiske, Josiah M.",1,undirected,social club,70,71
"Flagler, Henry Morrison","Fiske, Josiah M.",1,undirected,social club,72,71
"Fletcher, Isaac D.","Fiske, Josiah M.",1,undirected,social club,8,71
"Foos, Lamar","Fiske, Josiah M.",1,undirected,social club,73,71
"Frick, Henry Clay (NY)","Fiske, Josiah M.",1,undirected,social club,74,71
"Fuller, William H.","Fiske, Josiah M.",1,undirected,social club,75,71
"Gould, Frank Jay","Fiske, Josiah M.",1,undirected,social club,76,71
"Graham, Malcolm","Fiske, Josiah M.",1,undirected,social club,77,71
"Gunsaulus, Dr. Frank W.","Fiske, Josiah M.",1,undirected,social club,140,71
"Harbeck, Charles T.","Fiske, Josiah M.",1,undirected,social club,78,71
"Harding, J. Horace","Fiske, Josiah M.",1,undirected,social club,79,71
"Harper, Fletcher, Jr.","Fiske, Josiah M.",1,undirected,social club,80,71
"Harper, Joseph Abner","Fiske, Josiah M.",1,undirected,social club,81,71
"Hartley, Marcellus","Fiske, Josiah M.",1,undirected,social club,82,71
"Hill, James N.","Fiske, Josiah M.",1,undirected,social club,83,71
"Hine, Francis L.","Fiske, Josiah M.",1,undirected,social club,84,71
"Hoagland, Joseph Christoffel","Fiske, Josiah M.",1,undirected,social club,85,71
"Holmes, John Grier","Fiske, Josiah M.",1,undirected,social club,86,71
"Horton, Henry Lawrence","Fiske, Josiah M.",1,undirected,social club,87,71
"Hotchkiss, Horace L.","Fiske, Josiah M.",1,undirected,social club,88,71
"Hoyt, Charles Albert","Fiske, Josiah M.",1,undirected,social club,89,71
"Humphreys, Dr. Alexander C.","Fiske, Josiah M.",1,undirected,social club,16,71
"Huntington, Collis P.","Fiske, Josiah M.",1,undirected,social club,90,71
"Huntington, Henry Edwards","Fiske, Josiah M.",1,undirected,social club,91,71
"Hyde, Clarence M.","Fiske, Josiah M.",1,undirected,social club,92,71
"Hyde, Henry Baldwin","Fiske, Josiah M.",1,undirected,social club,93,71
"Inglis, James Smith","Fiske, Josiah M.",1,undirected,social club,94,71
"Ives, Brayton C.","Fiske, Josiah M.",1,undirected,social club,95,71
"Jackson, Edwin E.","Fiske, Josiah M.",1,undirected,social club,96,71
"Jennings, Frederick Beach","Fiske, Josiah M.",1,undirected,social club,97,71
"King, David H., Jr.","Fiske, Josiah M.",1,undirected,social club,98,71
"Kirby, Thomas E.","Fiske, Josiah M.",1,undirected,social club,99,71
"Lambert, Catholina","Fiske, Josiah M.",1,undirected,social club,17,71
"Lawrence, Cyrus I.","Fiske, Josiah M.",1,undirected,social club,100,71
"Layton, Frederick","Fiske, Josiah M.",1,undirected,social club,101,71
"Leighton, George E.","Fiske, Josiah M.",1,undirected,social club,102,71
"Mather, Samuel","Fiske, Josiah M.",1,undirected,social club,103,71
"McGarrah, G. W.","Fiske, Josiah M.",1,undirected,social club,104,71
"Mellon, Andrew W.","Fiske, Josiah M.",1,undirected,social club,105,71
"Milbank, Jeremiah","Fiske, Josiah M.",1,undirected,social club,106,71
"Milliken, Seth Mellen","Fiske, Josiah M.",1,undirected,social club,107,71
"Mills, Darius Ogden","Fiske, Josiah M.",1,undirected,social club,108,71
"Moore, William Henry","Fiske, Josiah M.",1,undirected,social club,109,71
"Morgan, J. Pierpont","Fiske, Josiah M.",1,undirected,social club,110,71
"Oliver, George Tener","Fiske, Josiah M.",1,undirected,social club,111,71
"Oliver, Henry W.","Fiske, Josiah M.",1,undirected,social club,112,71
"Peavey, Frank Hutchinson","Fiske, Josiah M.",1,undirected,social club,113,71
"Penfold, Edmund","Fiske, Josiah M.",1,undirected,social club,114,71
"Peters, Samuel T.","Fiske, Josiah M.",1,undirected,social club,115,71
"Raynor, James A.","Fiske, Josiah M.",1,undirected,social club,116,71
"Riker, John Lawrence","Fiske, Josiah M.",1,undirected,social club,117,71
"Roberts, Marshall O.","Fiske, Josiah M.",1,undirected,social club,118,71
"Rockefeller, William Avery Jr.","Fiske, Josiah M.",1,undirected,social club,119,71
"Roebling, Ferdinand W.","Fiske, Josiah M.",1,undirected,social club,120,71
"Sabin, Charles H.","Fiske, Josiah M.",1,undirected,social club,121,71
"Salter, Thomas P.","Fiske, Josiah M.",1,undirected,social club,122,71
"Schwab, Charles M.","Fiske, Josiah M.",1,undirected,social club,123,71
"Shepherd, James G.","Fiske, Josiah M.",1,undirected,social club,29,71
"Sloane, William Douglas","Fiske, Josiah M.",1,undirected,social club,124,71
"Smith, Charles Stewart","Fiske, Josiah M.",1,undirected,social club,125,71
"Smith, Theodore E.","Fiske, Josiah M.",1,undirected,social club,126,71
"Stanford, Leland","Fiske, Josiah M.",1,undirected,social club,127,71
"Stewart, Lispenard","Fiske, Josiah M.",1,undirected,social club,128,71
"Stillman, James","Fiske, Josiah M.",1,undirected,social club,129,71
"Tenney, Charles Henry","Fiske, Josiah M.",1,undirected,social club,32,71
"Terry, John T.","Fiske, Josiah M.",1,undirected,social club,130,71
"Thomas, Seth Edward","Fiske, Josiah M.",1,undirected,social club,131,71
"Thorne, Samuel P.","Fiske, Josiah M.",1,undirected,social club,132,71
"Tousey, Sinclair","Fiske, Josiah M.",1,undirected,social club,133,71
"Tuckerman, Lucius","Fiske, Josiah M.",1,undirected,social club,134,71
"Valentine, Lawson","Fiske, Josiah M.",1,undirected,social club,135,71
"Valentine, P.A.","Fiske, Josiah M.",1,undirected,social club,33,71
"Vanderbilt, Cornelius II","Fiske, Josiah M.",1,undirected,social club,136,71
"Ward, Leslie Dodd","Fiske, Josiah M.",1,undirected,social club,137,71
"Warren, John Hobart","Fiske, Josiah M.",1,undirected,social club,138,71
"Willets, Howard","Fiske, Josiah M.",1,undirected,social club,139,71
"Woolworth, Frank Winfield","Fiske, Josiah M.",1,undirected,social club,35,71
"Adams, Edward D.","Flagler, Henry Morrison",1,undirected,social club,36,72
"Aitken, John W.","Flagler, Henry Morrison",1,undirected,social club,37,72
"Alger, Russel Alexander","Flagler, Henry Morrison",1,undirected,social club,38,72
"Allis, Charles","Flagler, Henry Morrison",1,undirected,social club,39,72
"Ames, Frederick Lothrop","Flagler, Henry Morrison",1,undirected,social club,40,72
"Ames, Oliver","Flagler, Henry Morrison",1,undirected,social club,41,72
"Andrews, William Loring","Flagler, Henry Morrison",1,undirected,social club,42,72
"Astor, John Jacob (III)","Flagler, Henry Morrison",1,undirected,social club,43,72
"Avery, Samuel Putnam","Flagler, Henry Morrison",1,undirected,social club,44,72
"Baker, George F.","Flagler, Henry Morrison",1,undirected,social club,45,72
"Bakewell, Allen Campbell","Flagler, Henry Morrison",1,undirected,social club,46,72
"Bangs, F.N.","Flagler, Henry Morrison",1,undirected,social club,47,72
"Bishop, Heber R.","Flagler, Henry Morrison",1,undirected,social club,48,72
"Borden, Matthew Challoner Durfee","Flagler, Henry Morrison",1,undirected,social club,49,72
"Bostwick, Jabez A.","Flagler, Henry Morrison",1,undirected,social club,50,72
"Brookfield, William","Flagler, Henry Morrison",1,undirected,social club,2,72
"Burrage, Albert C.","Flagler, Henry Morrison",1,undirected,social club,3,72
"Butler, Theron R.","Flagler, Henry Morrison",1,undirected,social club,51,72
"Carstairs, Charles Stewart","Flagler, Henry Morrison",1,undirected,social club,52,72
"Carstairs, John Haseltine","Flagler, Henry Morrison",1,undirected,social club,53,72
"Clark, William (Newark)","Flagler, Henry Morrison",1,undirected,social club,54,72
"Clarke, Thomas B.","Flagler, Henry Morrison",1,undirected,social club,55,72
"Closson, James T.","Flagler, Henry Morrison",1,undirected,social club,56,72
"Clyde, William P.","Flagler, Henry Morrison",1,undirected,social club,57,72
"Cochran, Thomas","Flagler, Henry Morrison",1,undirected,social club,58,72
"Coffin, Charles Albert","Flagler, Henry Morrison",1,undirected,social club,59,72
"Connor, Washington Everett","Flagler, Henry Morrison",1,undirected,social club,6,72
"Cook, Henry H.","Flagler, Henry Morrison",1,undirected,social club,60,72
"Crocker, Charles","Flagler, Henry Morrison",1,undirected,social club,61,72
"Curtis, George N.","Flagler, Henry Morrison",1,undirected,social club,62,72
"Curtis, William John","Flagler, Henry Morrison",1,undirected,social club,63,72
"Davenport, Ira","Flagler, Henry Morrison",1,undirected,social club,64,72
"Davis, Theodore M.","Flagler, Henry Morrison",1,undirected,social club,65,72
"Dick, Harris Brisbane","Flagler, Henry Morrison",1,undirected,social club,66,72
"Dun, Robert Graham","Flagler, Henry Morrison",1,undirected,social club,67,72
"Ellsworth, James W.","Flagler, Henry Morrison",1,undirected,social club,68,72
"Fahnestock, Harris Charles","Flagler, Henry Morrison",1,undirected,social club,69,72
"Field, Marshall","Flagler, Henry Morrison",1,undirected,social club,70,72
"Fiske, Josiah M.","Flagler, Henry Morrison",1,undirected,social club,71,72
"Fletcher, Isaac D.","Flagler, Henry Morrison",1,undirected,social club,8,72
"Foos, Lamar","Flagler, Henry Morrison",1,undirected,social club,73,72
"Frick, Henry Clay (NY)","Flagler, Henry Morrison",1,undirected,social club,74,72
"Fuller, William H.","Flagler, Henry Morrison",1,undirected,social club,75,72
"Gould, Frank Jay","Flagler, Henry Morrison",1,undirected,social club,76,72
"Graham, Malcolm","Flagler, Henry Morrison",1,undirected,social club,77,72
"Gunsaulus, Dr. Frank W.","Flagler, Henry Morrison",1,undirected,social club,140,72
"Harbeck, Charles T.","Flagler, Henry Morrison",1,undirected,social club,78,72
"Harding, J. Horace","Flagler, Henry Morrison",1,undirected,social club,79,72
"Harper, Fletcher, Jr.","Flagler, Henry Morrison",1,undirected,social club,80,72
"Harper, Joseph Abner","Flagler, Henry Morrison",1,undirected,social club,81,72
"Hartley, Marcellus","Flagler, Henry Morrison",1,undirected,social club,82,72
"Hill, James N.","Flagler, Henry Morrison",1,undirected,social club,83,72
"Hine, Francis L.","Flagler, Henry Morrison",1,undirected,social club,84,72
"Hoagland, Joseph Christoffel","Flagler, Henry Morrison",1,undirected,social club,85,72
"Holmes, John Grier","Flagler, Henry Morrison",1,undirected,social club,86,72
"Horton, Henry Lawrence","Flagler, Henry Morrison",1,undirected,social club,87,72
"Hotchkiss, Horace L.","Flagler, Henry Morrison",1,undirected,social club,88,72
"Hoyt, Charles Albert","Flagler, Henry Morrison",1,undirected,social club,89,72
"Humphreys, Dr. Alexander C.","Flagler, Henry Morrison",1,undirected,social club,16,72
"Huntington, Collis P.","Flagler, Henry Morrison",1,undirected,social club,90,72
"Huntington, Henry Edwards","Flagler, Henry Morrison",1,undirected,social club,91,72
"Hyde, Clarence M.","Flagler, Henry Morrison",1,undirected,social club,92,72
"Hyde, Henry Baldwin","Flagler, Henry Morrison",1,undirected,social club,93,72
"Inglis, James Smith","Flagler, Henry Morrison",1,undirected,social club,94,72
"Ives, Brayton C.","Flagler, Henry Morrison",1,undirected,social club,95,72
"Jackson, Edwin E.","Flagler, Henry Morrison",1,undirected,social club,96,72
"Jennings, Frederick Beach","Flagler, Henry Morrison",1,undirected,social club,97,72
"King, David H., Jr.","Flagler, Henry Morrison",1,undirected,social club,98,72
"Kirby, Thomas E.","Flagler, Henry Morrison",1,undirected,social club,99,72
"Lambert, Catholina","Flagler, Henry Morrison",1,undirected,social club,17,72
"Lawrence, Cyrus I.","Flagler, Henry Morrison",1,undirected,social club,100,72
"Layton, Frederick","Flagler, Henry Morrison",1,undirected,social club,101,72
"Leighton, George E.","Flagler, Henry Morrison",1,undirected,social club,102,72
"Mather, Samuel","Flagler, Henry Morrison",1,undirected,social club,103,72
"McGarrah, G. W.","Flagler, Henry Morrison",1,undirected,social club,104,72
"Mellon, Andrew W.","Flagler, Henry Morrison",1,undirected,social club,105,72
"Milbank, Jeremiah","Flagler, Henry Morrison",1,undirected,social club,106,72
"Milliken, Seth Mellen","Flagler, Henry Morrison",1,undirected,social club,107,72
"Mills, Darius Ogden","Flagler, Henry Morrison",1,undirected,social club,108,72
"Moore, William Henry","Flagler, Henry Morrison",1,undirected,social club,109,72
"Morgan, J. Pierpont","Flagler, Henry Morrison",1,undirected,social club,110,72
"Oliver, George Tener","Flagler, Henry Morrison",1,undirected,social club,111,72
"Oliver, Henry W.","Flagler, Henry Morrison",1,undirected,social club,112,72
"Peavey, Frank Hutchinson","Flagler, Henry Morrison",1,undirected,social club,113,72
"Penfold, Edmund","Flagler, Henry Morrison",1,undirected,social club,114,72
"Peters, Samuel T.","Flagler, Henry Morrison",1,undirected,social club,115,72
"Raynor, James A.","Flagler, Henry Morrison",1,undirected,social club,116,72
"Riker, John Lawrence","Flagler, Henry Morrison",1,undirected,social club,117,72
"Roberts, Marshall O.","Flagler, Henry Morrison",1,undirected,social club,118,72
"Rockefeller, William Avery Jr.","Flagler, Henry Morrison",1,undirected,social club,119,72
"Roebling, Ferdinand W.","Flagler, Henry Morrison",1,undirected,social club,120,72
"Sabin, Charles H.","Flagler, Henry Morrison",1,undirected,social club,121,72
"Salter, Thomas P.","Flagler, Henry Morrison",1,undirected,social club,122,72
"Schwab, Charles M.","Flagler, Henry Morrison",1,undirected,social club,123,72
"Shepherd, James G.","Flagler, Henry Morrison",1,undirected,social club,29,72
"Sloane, William Douglas","Flagler, Henry Morrison",1,undirected,social club,124,72
"Smith, Charles Stewart","Flagler, Henry Morrison",1,undirected,social club,125,72
"Smith, Theodore E.","Flagler, Henry Morrison",1,undirected,social club,126,72
"Stanford, Leland","Flagler, Henry Morrison",1,undirected,social club,127,72
"Stewart, Lispenard","Flagler, Henry Morrison",1,undirected,social club,128,72
"Stillman, James","Flagler, Henry Morrison",1,undirected,social club,129,72
"Tenney, Charles Henry","Flagler, Henry Morrison",1,undirected,social club,32,72
"Terry, John T.","Flagler, Henry Morrison",1,undirected,social club,130,72
"Thomas, Seth Edward","Flagler, Henry Morrison",1,undirected,social club,131,72
"Thorne, Samuel P.","Flagler, Henry Morrison",1,undirected,social club,132,72
"Tousey, Sinclair","Flagler, Henry Morrison",1,undirected,social club,133,72
"Tuckerman, Lucius","Flagler, Henry Morrison",1,undirected,social club,134,72
"Valentine, Lawson","Flagler, Henry Morrison",1,undirected,social club,135,72
"Valentine, P.A.","Flagler, Henry Morrison",1,undirected,social club,33,72
"Vanderbilt, Cornelius II","Flagler, Henry Morrison",1,undirected,social club,136,72
"Ward, Leslie Dodd","Flagler, Henry Morrison",1,undirected,social club,137,72
"Warren, John Hobart","Flagler, Henry Morrison",1,undirected,social club,138,72
"Willets, Howard","Flagler, Henry Morrison",1,undirected,social club,139,72
"Woolworth, Frank Winfield","Flagler, Henry Morrison",1,undirected,social club,35,72
"Adams, Edward D.","Fletcher, Isaac D.",1,undirected,social club,36,8
"Aitken, John W.","Fletcher, Isaac D.",1,undirected,social club,37,8
"Alger, Russel Alexander","Fletcher, Isaac D.",1,undirected,social club,38,8
"Allis, Charles","Fletcher, Isaac D.",1,undirected,social club,39,8
"Ames, Frederick Lothrop","Fletcher, Isaac D.",1,undirected,social club,40,8
"Ames, Oliver","Fletcher, Isaac D.",1,undirected,social club,41,8
"Andrews, William Loring","Fletcher, Isaac D.",1,undirected,social club,42,8
"Astor, John Jacob (III)","Fletcher, Isaac D.",1,undirected,social club,43,8
"Avery, Samuel Putnam","Fletcher, Isaac D.",1,undirected,social club,44,8
"Baker, George F.","Fletcher, Isaac D.",1,undirected,social club,45,8
"Bakewell, Allen Campbell","Fletcher, Isaac D.",1,undirected,social club,46,8
"Bangs, F.N.","Fletcher, Isaac D.",1,undirected,social club,47,8
"Bishop, Heber R.","Fletcher, Isaac D.",1,undirected,social club,48,8
"Blumenthal, George","Fletcher, Isaac D.",1,undirected,social club,1,8
"Borden, Matthew Challoner Durfee","Fletcher, Isaac D.",1,undirected,social club,49,8
"Bostwick, Jabez A.","Fletcher, Isaac D.",1,undirected,social club,50,8
"Brookfield, William","Fletcher, Isaac D.",2,undirected,social club,2,8
"Burrage, Albert C.","Fletcher, Isaac D.",2,undirected,social club,3,8
"Butler, Theron R.","Fletcher, Isaac D.",1,undirected,social club,51,8
"Carstairs, Charles Stewart","Fletcher, Isaac D.",1,undirected,social club,52,8
"Carstairs, John Haseltine","Fletcher, Isaac D.",1,undirected,social club,53,8
"Clark, William (Newark)","Fletcher, Isaac D.",1,undirected,social club,54,8
"Clark, William Andrews","Fletcher, Isaac D.",1,undirected,social club,4,8
