source_label,target_label,weight,type,relationship_type,source,target
"Hine, Francis L.","Allis, Charles",1,undirected,social club,84,39
"Hoagland, Joseph Christoffel","Allis, Charles",1,undirected,social club,85,39
"Holmes, John Grier","Allis, Charles",1,undirected,social club,86,39
"Horton, Henry Lawrence","Allis, Charles",1,undirected,social club,87,39
"Hotchkiss, Horace L.","Allis, Charles",1,undirected,social club,88,39
"Hoyt, Charles Albert","Allis, Charles",1,undirected,social club,89,39
"Humphreys, Dr. Alexander C.","Allis, Charles",1,undirected,social club,16,39
"Huntington, Collis P.","Allis, Charles",1,undirected,social club,90,39
"Huntington, Henry Edwards","Allis, Charles",1,undirected,social club,91,39
"Hyde, Clarence M.","Allis, Charles",1,undirected,social club,92,39
"Hyde, Henry Baldwin","Allis, Charles",1,undirected,social club,93,39
"Inglis, James Smith","Allis, Charles",1,undirected,social club,94,39
"Ives, Brayton C.","Allis, Charles",1,undirected,social club,95,39
"Jackson, Edwin E.","Allis, Charles",1,undirected,social club,96,39
"Jennings, Frederick Beach","Allis, Charles",1,undirected,social club,97,39
"King, David H., Jr.","Allis, Charles",1,undirected,social club,98,39
"Kirby, Thomas E.","Allis, Charles",1,undirected,social club,99,39
"Lambert, Catholina","Allis, Charles",1,undirected,social club,17,39
"Lawrence, Cyrus I.","Allis, Charles",1,undirected,social club,100,39
"Layton, Frederick","Allis, Charles",1,undirected,social club,101,39
"Leighton, George E.","Allis, Charles",1,undirected,social club,102,39
"Mather, Samuel","Allis, Charles",1,undirected,social club,103,39
"McGarrah, G. W.","Allis, Charles",1,undirected,social club,104,39
"Mellon, Andrew W.","Allis, Charles",1,undirected,social club,105,39
"Milbank, Jeremiah","Allis, Charles",1,undirected,social club,106,39
"Milliken, Seth Mellen","Allis, Charles",1,undirected,social club,107,39
"Mills, Darius Ogden","Allis, Charles",1,undirected,social club,108,39
"Moore, William Henry","Allis, Charles",1,undirected,social club,109,39
"Morgan, J. Pierpont","Allis, Charles",1,undirected,social club,110,39
"Oliver, George Tener","Allis, Charles",1,undirected,social club,111,39
"Oliver, Henry W.","Allis, Charles",1,undirected,social club,112,39
"Peavey, Frank Hutchinson","Allis, Charles",1,undirected,social club,113,39
"Penfold, Edmund","Allis, Charles",1,undirected,social club,114,39
"Peters, Samuel T.","Allis, Charles",1,undirected,social club,115,39
"Raynor, James A.","Allis, Charles",1,undirected,social club,116,39
"Riker, John Lawrence","Allis, Charles",1,undirected,social club,117,39
"Roberts, Marshall O.","Allis, Charles",1,undirected,social club,118,39
"Rockefeller, William Avery Jr.","Allis, Charles",1,undirected,social club,119,39
"Roebling, Ferdinand W.","Allis, Charles",1,undirected,social club,120,39
"Sabin, Charles H.","Allis, Charles",1,undirected,social club,121,39
"Salter, Thomas P.","Allis, Charles",1,undirected,social club,122,39
"Schwab, Charles M.","Allis, Charles",1,undirected,social club,123,39
"Shepherd, James G.","Allis, Charles",1,undirected,social club,29,39
"Sloane, William Douglas","Allis, Charles",1,undirected,social club,124,39
"Smith, Charles Stewart","Allis, Charles",1,undirected,social club,125,39
"Smith, Theodore E.","Allis, Charles",1,undirected,social club,126,39
"Stanford, Leland","Allis, Charles",1,undirected,social club,127,39
"Stewart, Lispenard","Allis, Charles",1,undirected,social club,128,39
"Stillman, James","Allis, Charles",1,undirected,social club,129,39
"Tenney, Charles Henry","Allis, Charles",1,undirected,social club,32,39
"Terry, John T.","Allis, Charles",1,undirected,social club,130,39
"Thomas, Seth Edward","Allis, Charles",1,undirected,social club,131,39
"Thorne, Samuel P.","Allis, Charles",1,undirected,social club,132,39
"Tousey, Sinclair","Allis, Charles",1,undirected,social club,133,39
"Tuckerman, Lucius","Allis, Charles",1,undirected,social club,134,39
"Valentine, Lawson","Allis, Charles",1,undirected,social club,135,39
"Valentine, P.A.","Allis, Charles",1,undirected,social club,33,39
"Vanderbilt, Cornelius II","Allis, Charles",1,undirected,social club,136,39
"Ward, Leslie Dodd","Allis, Charles",1,undirected,social club,137,39
"Warren, John Hobart","Allis, Charles",1,undirected,social club,138,39
"Willets, Howard","Allis, Charles",1,undirected,social club,139,39
"Woolworth, Frank Winfield","Allis, Charles",1,undirected,social club,35,39
"Adams, Edward D.","Ames, Frederick Lothrop",1,undirected,social club,36,40
"Aitken, John W.","Ames, Frederick Lothrop",1,undirected,social club,37,40
"Alger, Russel Alexander","Ames, Frederick Lothrop",1,undirected,social club,38,40
"Allis, Charles","Ames, Frederick Lothrop",1,undirected,social club,39,40
"Ames, Oliver","Ames, Frederick Lothrop",1,undirected,social club,41,40
"Andrews, William Loring","Ames, Frederick Lothrop",1,undirected,social club,42,40
"Astor, John Jacob (III)","Ames, Frederick Lothrop",1,undirected,social club,43,40
"Avery, Samuel Putnam","Ames, Frederick Lothrop",1,undirected,social club,44,40
"Baker, George F.","Ames, Frederick Lothrop",1,undirected,social club,45,40
"Bakewell, Allen Campbell","Ames, Frederick Lothrop",1,undirected,social club,46,40
"Bangs, F.N.","Ames, Frederick Lothrop",1,undirected,social club,47,40
"Bishop, Heber R.","Ames, Frederick Lothrop",1,undirected,social club,48,40
"Borden, Matthew Challoner Durfee","Ames, Frederick Lothrop",1,undirected,social club,49,40
"Bostwick, Jabez A.","Ames, Frederick Lothrop",1,undirected,social club,50,40
"Brookfield, William","Ames, Frederick Lothrop",1,undirected,social club,2,40
"Burrage, Albert C.","Ames, Frederick Lothrop",1,undirected,social club,3,40
"Butler, Theron R.","Ames, Frederick Lothrop",1,undirected,social club,51,40
"Carstairs, Charles Stewart","Ames, Frederick Lothrop",1,undirected,social club,52,40
"Carstairs, John Haseltine","Ames, Frederick Lothrop",1,undirected,social club,53,40
"Clark, William (Newark)","Ames, Frederick Lothrop",1,undirected,social club,54,40
"Clarke, Thomas B.","Ames, Frederick Lothrop",1,undirected,social club,55,40
"Closson, James T.","Ames, Frederick Lothrop",1,undirected,social club,56,40
"Clyde, William P.","Ames, Frederick Lothrop",1,undirected,social club,57,40
"Cochran, Thomas","Ames, Frederick Lothrop",1,undirected,social club,58,40
"Coffin, Charles Albert","Ames, Frederick Lothrop",1,undirected,social club,59,40
"Connor, Washington Everett","Ames, Frederick Lothrop",1,undirected,social club,6,40
"Cook, Henry H.","Ames, Frederick Lothrop",1,undirected,social club,60,40
"Crocker, Charles","Ames, Frederick Lothrop",1,undirected,social club,61,40
"Curtis, George N.","Ames, Frederick Lothrop",1,undirected,social club,62,40
"Curtis, William John","Ames, Frederick Lothrop",1,undirected,social club,63,40
"Davenport, Ira","Ames, Frederick Lothrop",1,undirected,social club,64,40
"Davis, Theodore M.","Ames, Frederick Lothrop",1,undirected,social club,65,40
"Dick, Harris Brisbane","Ames, Frederick Lothrop",1,undirected,social club,66,40
"Dun, Robert Graham","Ames, Frederick Lothrop",1,undirected,social club,67,40
"Ellsworth, James W.","Ames, Frederick Lothrop",1,undirected,social club,68,40
"Fahnestock, Harris Charles","Ames, Frederick Lothrop",1,undirected,social club,69,40
"Field, Marshall","Ames, Frederick Lothrop",1,undirected,social club,70,40
"Fiske, Josiah M.","Ames, Frederick Lothrop",1,undirected,social club,71,40
"Flagler, Henry Morrison","Ames, Frederick Lothrop",1,undirected,social club,72,40
"Fletcher, Isaac D.","Ames, Frederick Lothrop",1,undirected,social club,8,40
"Foos, Lamar","Ames, Frederick Lothrop",1,undirected,social club,73,40
"Frick, Henry Clay (NY)","Ames, Frederick Lothrop",1,undirected,social club,74,40
"Fuller, William H.","Ames, Frederick Lothrop",1,undirected,social club,75,40
"Gould, Frank Jay","Ames, Frederick Lothrop",1,undirected,social club,76,40
"Graham, Malcolm","Ames, Frederick Lothrop",1,undirected,social club,77,40
"Gunsaulus, Dr. Frank W.","Ames, Frederick Lothrop",1,undirected,social club,140,40
"Harbeck, Charles T.","Ames, Frederick Lothrop",1,undirected,social club,78,40
"Harding, J. Horace","Ames, Frederick Lothrop",1,undirected,social club,79,40
"Harper, Fletcher, Jr.","Ames, Frederick Lothrop",1,undirected,social club,80,40
"Harper, Joseph Abner","Ames, Frederick Lothrop",1,undirected,social club,81,40
"Hartley, Marcellus","Ames, Frederick Lothrop",1,undirected,social club,82,40
"Hill, James N.","Ames, Frederick Lothrop",1,undirected,social club,83,40
"Hine, Francis L.","Ames, Frederick Lothrop",1,undirected,social club,84,40
"Hoagland, Joseph Christoffel","Ames, Frederick Lothrop",1,undirected,social club,85,40
"Holmes, John Grier","Ames, Frederick Lothrop",1,undirected,social club,86,40
"Horton, Henry Lawrence","Ames, Frederick Lothrop",1,undirected,social club,87,40
"Hotchkiss, Horace L.","Ames, Frederick Lothrop",1,undirected,social club,88,40
"Hoyt, Charles Albert","Ames, Frederick Lothrop",1,undirected,social club,89,40
"Humphreys, Dr. Alexander C.","Ames, Frederick Lothrop",1,undirected,social club,16,40
"Huntington, Collis P.","Ames, Frederick Lothrop",1,undirected,social club,90,40
"Huntington, Henry Edwards","Ames, Frederick Lothrop",1,undirected,social club,91,40
"Hyde, Clarence M.","Ames, Frederick Lothrop",1,undirected,social club,92,40
"Hyde, Henry Baldwin","Ames, Frederick Lothrop",1,undirected,social club,93,40
"Inglis, James Smith","Ames, Frederick Lothrop",1,undirected,social club,94,40
"Ives, Brayton C.","Ames, Frederick Lothrop",1,undirected,social club,95,40
"Jackson, Edwin E.","Ames, Frederick Lothrop",1,undirected,social club,96,40
"Jennings, Frederick Beach","Ames, Frederick Lothrop",1,undirected,social club,97,40
"King, David H., Jr.","Ames, Frederick Lothrop",1,undirected,social club,98,40
"Kirby, Thomas E.","Ames, Frederick Lothrop",1,undirected,social club,99,40
"Lambert, Catholina","Ames, Frederick Lothrop",1,undirected,social club,17,40
"Lawrence, Cyrus I.","Ames, Frederick Lothrop",1,undirected,social club,100,40
"Layton, Frederick","Ames, Frederick Lothrop",1,undirected,social club,101,40
"Leighton, George E.","Ames, Frederick Lothrop",1,undirected,social club,102,40
"Mather, Samuel","Ames, Frederick Lothrop",1,undirected,social club,103,40
"McGarrah, G. W.","Ames, Frederick Lothrop",1,undirected,social club,104,40
"Mellon, Andrew W.","Ames, Frederick Lothrop",1,undirected,social club,105,40
"Milbank, Jeremiah","Ames, Frederick Lothrop",1,undirected,social club,106,40
"Milliken, Seth Mellen","Ames, Frederick Lothrop",1,undirected,social club,107,40
"Mills, Darius Ogden","Ames, Frederick Lothrop",1,undirected,social club,108,40
"Moore, William Henry","Ames, Frederick Lothrop",1,undirected,social club,109,40
"Morgan, J. Pierpont","Ames, Frederick Lothrop",1,undirected,social club,110,40
"Oliver, George Tener","Ames, Frederick Lothrop",1,undirected,social club,111,40
"Oliver, Henry W.","Ames, Frederick Lothrop",1,undirected,social club,112,40
"Peavey, Frank Hutchinson","Ames, Frederick Lothrop",1,undirected,social club,113,40
"Penfold, Edmund","Ames, Frederick Lothrop",1,undirected,social club,114,40
"Peters, Samuel T.","Ames, Frederick Lothrop",1,undirected,social club,115,40
"Raynor, James A.","Ames, Frederick Lothrop",1,undirected,social club,116,40
"Riker, John Lawrence","Ames, Frederick Lothrop",1,undirected,social club,117,40
"Roberts, Marshall O.","Ames, Frederick Lothrop",1,undirected,social club,118,40
"Rockefeller, William Avery Jr.","Ames, Frederick Lothrop",1,undirected,social club,119,40
"Roebling, Ferdinand W.","Ames, Frederick Lothrop",1,undirected,social club,120,40
"Sabin, Charles H.","Ames, Frederick Lothrop",1,undirected,social club,121,40
"Salter, Thomas P.","Ames, Frederick Lothrop",1,undirected,social club,122,40
"Schwab, Charles M.","Ames, Frederick Lothrop",1,undirected,social club,123,40
"Shepherd, James G.","Ames, Frederick Lothrop",1,undirected,social club,29,40
"Sloane, William Douglas","Ames, Frederick Lothrop",1,undirected,social club,124,40
"Smith, Charles Stewart","Ames, Frederick Lothrop",1,undirected,social club,125,40
"Smith, Theodore E.","Ames, Frederick Lothrop",1,undirected,social club,126,40
"Stanford, Leland","Ames, Frederick Lothrop",1,undirected,social club,127,40
"Stewart, Lispenard","Ames, Frederick Lothrop",1,undirected,social club,128,40
"Stillman, James","Ames, Frederick Lothrop",1,undirected,social club,129,40
"Tenney, Charles Henry","Ames, Frederick Lothrop",1,undirected,social club,32,40
"Terry, John T.","Ames, Frederick Lothrop",1,undirected,social club,130,40
"Thomas, Seth Edward","Ames, Frederick Lothrop",1,undirected,social club,131,40
"Thorne, Samuel P.","Ames, Frederick Lothrop",1,undirected,social club,132,40
"Tousey, Sinclair","Ames, Frederick Lothrop",1,undirected,social club,133,40
"Tuckerman, Lucius","Ames, Frederick Lothrop",1,undirected,social club,134,40
"Valentine, Lawson","Ames, Frederick Lothrop",1,undirected,social club,135,40
"Valentine, P.A.","Ames, Frederick Lothrop",1,undirected,social club,33,40
"Vanderbilt, Cornelius II","Ames, Frederick Lothrop",1,undirected,social club,136,40
"Ward, Leslie Dodd","Ames, Frederick Lothrop",1,undirected,social club,137,40
"Warren, John Hobart","Ames, Frederick Lothrop",1,undirected,social club,138,40
"Willets, Howard","Ames, Frederick Lothrop",1,undirected,social club,139,40
"Woolworth, Frank Winfield","Ames, Frederick Lothrop",1,undirected,social club,35,40
"Adams, Edward D.","Ames, Oliver",1,undirected,social club,36,41
"Aitken, John W.","Ames, Oliver",1,undirected,social club,37,41
"Alger, Russel Alexander","Ames, Oliver",1,undirected,social club,38,41
"Allis, Charles","Ames, Oliver",1,undirected,social club,39,41
"Ames, Frederick Lothrop","Ames, Oliver",1,undirected,social club,40,41
"Andrews, William Loring","Ames, Oliver",1,undirected,social club,42,41
"Astor, John Jacob (III)","Ames, Oliver",1,undirected,social club,43,41
"Avery, Samuel Putnam","Ames, Oliver",1,undirected,social club,44,41
"Baker, George F.","Ames, Oliver",1,undirected,social club,45,41
"Bakewell, Allen Campbell","Ames, Oliver",1,undirected,social club,46,41
"Bangs, F.N.","Ames, Oliver",1,undirected,social club,47,41
"Bishop, Heber R.","Ames, Oliver",1,undirected,social club,48,41
"Borden, Matthew Challoner Durfee","Ames, Oliver",1,undirected,social club,49,41
"Bostwick, Jabez A.","Ames, Oliver",1,undirected,social club,50,41
"Brookfield, William","Ames, Oliver",1,undirected,social club,2,41
"Burrage, Albert C.","Ames, Oliver",1,undirected,social club,3,41
"Butler, Theron R.","Ames, Oliver",1,undirected,social club,51,41
"Carstairs, Charles Stewart","Ames, Oliver",1,undirected,social club,52,41
"Carstairs, John Haseltine","Ames, Oliver",1,undirected,social club,53,41
"Clark, William (Newark)","Ames, Oliver",1,undirected,social club,54,41
"Clarke, Thomas B.","Ames, Oliver",1,undirected,social club,55,41
"Closson, James T.","Ames, Oliver",1,undirected,social club,56,41
"Clyde, William P.","Ames, Oliver",1,undirected,social club,57,41
"Cochran, Thomas","Ames, Oliver",1,undirected,social club,58,41
"Coffin, Charles Albert","Ames, Oliver",1,undirected,social club,59,41
"Connor, Washington Everett","Ames, Oliver",1,undirected,social club,6,41
"Cook, Henry H.","Ames, Oliver",1,undirected,social club,60,41
"Crocker, Charles","Ames, Oliver",1,undirected,social club,61,41
